"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent_q","attn_1","attn_2","AIPresent_Capability_1","AIPresent_Trust_1","AIPresent_Why","SelfPresent_Capabili_1","SelfPresent_Trust_1","SelfPresent_Why","AIAbsent_Capability_1","AIAbsent_Trust_1","AIAbsent_Why","SelfAbsent_Capabilit_1","SelfAbsent_Trust_1","Absent_Why","AIAdjacent_Capabilit_1","AIAdjacent_Trust_1","AIAdjacent_Why","SelfAdjacent_Capabil_1","SelfAdjacent_Trust_1","SelfAdjacent_Why","AIBaseline_Capabilit_1","AIBaseline_Trust_1","AIBaseline_Why1","SelfBaseline_Capabil_1","SelfBaseline_Trust_1","SelfBaseline_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income","FL_7_DO"
"2024-12-13 14:40:57","2024-12-13 14:47:18","0","100","381","1","2024-12-13 14:47:19","R_78RNU00DBdDrdTH","anonymous","EN","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:43:15","2024-12-13 14:47:21","0","100","246","1","2024-12-13 14:47:21","R_1xayNl3Y7Bk7B7z","anonymous","EN","1","1","1","2","","","","","","","","","","","","","30","70","I don't think the AI can say for certain that the person is looking in the window (question 1) - for example, the person could just be standing against the window, but it can likely make an educated guess based on body position (question 2). ","","","","","","","","","","2","75","30","2","","48","4","","10","AI-BackgroundAdjacentCondition"
"2024-12-13 14:43:41","2024-12-13 14:47:22","0","100","221","1","2024-12-13 14:47:23","R_6DRT6DSBIAQORny","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","82","73","If Ai is able to identify the gun, it should be able to interpret the behavior","","","","2","60","64","1","","30","4","","11","AI-BaselineCondition"
"2024-12-13 14:45:32","2024-12-13 14:47:24","0","100","112","1","2024-12-13 14:47:25","R_1Sqc2Oi5LIMCP6B","anonymous","EN","1","1","1","2","","","","100","100","It clearly a man looking into a house holding a gun. His intention is clear. ","","","","","","","","","","","","","","","","","","","2","100","69","1","","31","8","MD","9","Self-BackgroundPresentCondition"
"2024-12-13 14:45:23","2024-12-13 14:47:26","0","100","123","1","2024-12-13 14:47:27","R_5wnMMZn7nvra7iV","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","96","98","Hes clearly looking into the window with a theft outfit the situation is pretty clear","","","","","","","2","71","54","1","","30","4","","15","Self-BackgroundAdjacentCondition"
"2024-12-13 14:44:02","2024-12-13 14:47:29","0","100","206","1","2024-12-13 14:47:29","R_1dnkeO4BfN2bn5F","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:43:31","2024-12-13 14:47:33","0","100","242","1","2024-12-13 14:47:33","R_5MunKnS809EbE8r","anonymous","EN","0.8999999761581421","1","1","2","","","","","","","","","","","","","","","","87","59","I answered that way because of what I saw in the above diagram.","","","","","","","2","93","75","1","","25","4","","9","Self-BackgroundAdjacentCondition"
"2024-12-13 14:44:58","2024-12-13 14:47:33","0","100","155","1","2024-12-13 14:47:33","R_6aOxEfGwg7hgFI2","anonymous","EN","1","1","1","2","","","","","","","","","","","","","88","73","Just by being able to see the person, it can easily detect the direction their body is pointing at, therefore knowing what they are seeing with decent accuracy.","","","","","","","","","","2","77","16","1","","26","4","","12","AI-BackgroundAdjacentCondition"
"2024-12-13 14:45:05","2024-12-13 14:47:33","0","100","147","1","2024-12-13 14:47:33","R_7CwDNrA39ixYsA5","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","Due to my experiences and level of intelligence, I can confidently say what is happening in this photo.","2","70","5","1","","51","3","","13","Self-BaselineCondition"
"2024-12-13 14:43:49","2024-12-13 14:47:34","0","100","224","1","2024-12-13 14:47:34","R_5fJIECb8o6Xpuru","anonymous","EN","1","1","1","2","","","","","","","","","","50","0","I can not tell if the person is facing the window or away from it. I also, can in no way ascertain what they are doing.","","","","","","","","","","","","","2","45","2","2","","48","3","","12","Self-BackgroundAbsentCondition"
"2024-12-13 14:46:49","2024-12-13 14:47:36","0","100","46","1","2024-12-13 14:47:36","R_5GffzxFrWdyzFCp","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:44:09","2024-12-13 14:47:39","0","100","210","1","2024-12-13 14:47:39","R_7e8qn6ahULWNQHJ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","80","You can clearly see th person looking in the window and he is dressed like a burgler","2","60","19","2","","45","3","","13","Self-BaselineCondition"
"2024-12-13 14:45:20","2024-12-13 14:47:39","0","100","139","1","2024-12-13 14:47:39","R_34IBw6Jd9jIBdXs","anonymous","EN","1","1","1","2","","","","","","","","","","28","18","I find the diagram to be very confusing - I'm not exactly sure what I'm supposed to be envisioning.","","","","","","","","","","","","","2","78","23","1","","27","4","","11","Self-BackgroundAbsentCondition"
"2024-12-13 14:45:53","2024-12-13 14:47:40","0","100","106","1","2024-12-13 14:47:40","R_64qtsKvJcqTORMn","anonymous","EN","1","1","1","2","","","","","","","","","","","","","100","80","it has the subjects clearly outlined in different colors to help differentiate","","","","","","","","","","2","80","20","1","","26","3","","13","AI-BackgroundAdjacentCondition"
"2024-12-13 14:44:56","2024-12-13 14:47:43","0","100","167","1","2024-12-13 14:47:43","R_1LI0sgH0b8GoO9S","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","92","81","The image is clear that someone is looking in the window.","2","67","11","2","","32","6","","9","Self-BaselineCondition"
"2024-12-13 14:43:54","2024-12-13 14:47:44","0","100","230","1","2024-12-13 14:47:44","R_7spVUR8YlLBtuSZ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","92","there is a person with a mask and gun in all black looking in a window - clearly they are a bad guy","","","","","","","2","40","4","2","","63","1","","12","Self-BackgroundAdjacentCondition"
"2024-12-13 14:42:42","2024-12-13 14:47:48","0","100","305","1","2024-12-13 14:47:48","R_7psd4p4TIZFFqGF","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","86","90","The AI can be trained to see that the person is leaning forward, arm raised in a typical gesture of looking.","","","","2","79","28","2","","64","5","","12","AI-BaselineCondition"
"2024-12-13 14:43:44","2024-12-13 14:47:50","0","100","246","1","2024-12-13 14:47:50","R_1BJECQ1cuVWvnK9","anonymous","EN","1","1","1","2","","","","","","","67","70","New AI and camera technology can make it possible. They detect almost everything.","","","","","","","","","","","","","","","","2","72","58","1","","52","6","","11","AI-BackgroundAbsentCondition"
"2024-12-13 14:42:38","2024-12-13 14:47:51","0","100","312","1","2024-12-13 14:47:52","R_1LwQ1y3o1nQFX1f","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","Based upon what the person is wearing - all black, ski mask, gloves - and holding a gun, I can certainly interpret the behaviour as nefarious, up to no good, criminally minded.","","","","","","","2","30","10","1","","40","1","","14","Self-BackgroundAdjacentCondition"
"2024-12-13 14:44:36","2024-12-13 14:47:52","0","100","196","1","2024-12-13 14:47:52","R_10IvcnOKrMkVa1C","anonymous","EN","1","1","1","2","","","","70","70","Given how the person is dressed, it seems pretty obvious he is looking into the window.  What he's looking for is unclear, but using the context clue of his clothing & the gun, I doubt his intentions are great.","","","","","","","","","","","","","","","","","","","2","76","37","2","","60","4","","10","Self-BackgroundPresentCondition"
"2024-12-13 14:44:23","2024-12-13 14:47:53","0","100","209","1","2024-12-13 14:47:53","R_6JLelqVCPHYuOqB","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","100","It is a very clear image and the AI should be able to tell what is happening","","","","2","82","50","2","","48","1","","14","AI-BaselineCondition"
"2024-12-13 14:43:28","2024-12-13 14:47:54","0","100","266","1","2024-12-13 14:47:54","R_5jLYQLrUclFRlJf","anonymous","EN","0.800000011920929","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:43:13","2024-12-13 14:47:55","0","100","281","1","2024-12-13 14:47:55","R_3Kl4fXv6VQwfUvG","anonymous","EN","1","1","1","2","","","","","","","","","","23","12","The formatting of the AI surveillance system is very confusing to me. I don't understand how these interconnected boxes with labels indicate that are person is looking through the window.","","","","","","","","","","","","","2","70","24","1","","34","5","","10","Self-BackgroundAbsentCondition"
"2024-12-13 14:45:31","2024-12-13 14:47:55","0","100","144","1","2024-12-13 14:47:56","R_7PcnGIPAmWu7h8I","anonymous","EN","1","1","1","2","","","","","","","78","60","It seems like this image would mostly be able to interpret.","","","","","","","","","","","","","","","","2","100","76","1","","41","4","","12","AI-BackgroundAbsentCondition"
"2024-12-13 14:42:26","2024-12-13 14:47:57","0","100","330","1","2024-12-13 14:47:57","R_3hLQis7aXgZqEfJ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","I strongly agree that i can detect and accurately see the man looking in the window has a gun and wanting to break in. ","2","50","26","2","","43","4","","10","Self-BaselineCondition"
"2024-12-13 14:43:44","2024-12-13 14:47:59","0","100","254","1","2024-12-13 14:47:59","R_5KZvrBWN0im1Ib3","anonymous","EN","1","1","1","2","","","","","","","84","78","Judging by the labels given in the image, I think it's likely the AI is accurately interpreting the person's behavior.","","","","","","","","","","","","","","","","2","82","44","1","","38","1","","12","AI-BackgroundAbsentCondition"
"2024-12-13 14:45:53","2024-12-13 14:48:02","0","100","128","1","2024-12-13 14:48:02","R_7uDGkbkubB9UCOw","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","61","66","it seems like it would be behavior that represents not good","2","56","53","1","","39","4","","13","Self-BaselineCondition"
"2024-12-13 14:43:36","2024-12-13 14:48:04","0","100","267","1","2024-12-13 14:48:04","R_3MPQgB71iLOSmUH","anonymous","EN","0.8999999761581421","1","1","2","76","70","Because it can tell there is a person and perhaps what direction the person is in and that they are in front of the window, would lead me to believe that the AI is capable of realizing what the human is doing.","","","","","","","","","","","","","","","","","","","","","","2","81","50","1","","59","8","Associate Degree (AS)","14","AI-BackgroundPresentCondition"
"2024-12-13 14:42:33","2024-12-13 14:48:04","0","100","331","1","2024-12-13 14:48:05","R_3m1y42c1gzGh5zD","anonymous","EN","1","1","1","2","","","","","","","","","","81","19","the detection is too big and no image to cross reference if it was right or not","","","","","","","","","","","","","2","100","85","1","","36","4","","13","Self-BackgroundAbsentCondition"
"2024-12-13 14:45:24","2024-12-13 14:48:05","0","100","160","1","2024-12-13 14:48:05","R_7cnsgsOVLW88GMH","anonymous","EN","1","1","1","2","","","","","","","17","22","the camera can barely see into the window by the way it is showed above. therefore i do not think it can identify whom is looking into the window","","","","","","","","","","","","","","","","2","80","70","1","","45","3","","14","AI-BackgroundAbsentCondition"
"2024-12-13 14:42:28","2024-12-13 14:48:05","0","100","337","1","2024-12-13 14:48:05","R_5HzI5UeAriL7DUJ","anonymous","EN","1","1","1","2","70","35","Given what I'm told about what the AI can ""see"", I don't believe it can make an accurate assessment. ","","","","","","","","","","","","","","","","","","","","","","2","65","40","1","","60","4","","12","AI-BackgroundPresentCondition"
"2024-12-13 14:45:07","2024-12-13 14:48:08","0","100","181","1","2024-12-13 14:48:09","R_1gqLb4OulKZsTBe","anonymous","EN","1","1","1","2","","","","100","100","I can see the action of the person and I can presume that since he is armed and looking in the window and wearing a mask he is up to no good.","","","","","","","","","","","","","","","","","","","2","69","34","1","","62","6","","11","Self-BackgroundPresentCondition"
"2024-12-13 14:42:09","2024-12-13 14:48:10","0","100","360","1","2024-12-13 14:48:10","R_6g8yLVbqvriBMSc","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","I can interpret the behavior because I have seen it many times and even done the same behavior myself, so I recognize it as someone looking through a window. ","","","","","","","2","93","62","1","","58","3","","10","Self-BackgroundAdjacentCondition"
"2024-12-13 14:43:47","2024-12-13 14:48:11","0","100","264","1","2024-12-13 14:48:11","R_1gCIU4dcJEhDPYm","anonymous","EN","1","1","1","2","","","","","","","","","","81","72","I think it's easy to understand that the box maps out the view of the camera, and what the camera sees.","","","","","","","","","","","","","2","91","43","2","","29","4","","12","Self-BackgroundAbsentCondition"
"2024-12-13 14:44:56","2024-12-13 14:48:12","0","100","196","1","2024-12-13 14:48:12","R_5urp9p81y7KAgN8","anonymous","EN","1","1","1","2","","","","","","","","","","59","25","i cant accurately interpret because it is too difficult to tell","","","","","","","","","","","","","2","61","12","2","","56","5","","10","Self-BackgroundAbsentCondition"
"2024-12-13 14:47:37","2024-12-13 14:48:12","0","100","34","1","2024-12-13 14:48:12","R_68H6sQ25aOq01rV","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:45:06","2024-12-13 14:48:14","0","100","188","1","2024-12-13 14:48:14","R_7VlcOhSXiYIMs9P","anonymous","EN","1","1","1","2","","","","","","","","","","","","","0","0","It sees only the position of the person relative to the window, but not the gesture or the gun.","","","","","","","","","","2","60","0","1","","49","5","","14","AI-BackgroundAdjacentCondition"
"2024-12-13 14:46:05","2024-12-13 14:48:15","0","100","129","1","2024-12-13 14:48:15","R_6CjA7kqnGSWygYA","anonymous","EN","1","1","1","2","","","","","","","33","31","using just boxes you can not tell how the person is positioned","","","","","","","","","","","","","","","","2","75","29","1","","20","3","","10","AI-BackgroundAbsentCondition"
